"~(아/어)도 돼요.","It's okay to..."
"시작 해도 돼요?","Can we get started?"
"지금 인터넸 돼요?","Is the internet working now?"
"지금 배달 돼요?","Do you do deliver now?"
"불을 켜도 돼요.","You can turn on the light."
"내일 해도 돼요?","Is it okay if I do it tomorrow?"
"오늘 쉬어도 돼요.","You can take today off."
"안 ~(아/어)도 돼요.","It's okay to not..."
"청소 안 해도 돼요.","You don't have to clean."
"오늘 일 안 해도 돼요.","It's okay if you don't work today."
"만지다","to touch"
"만지면 안 돼요.","It's not okay to touch."
"던지다","to throw"
"중에서","among, between (a few options)"
"중식","lunch (formal)"
"회의중이에요.","I'm in the middle of a meeting."
"이 책하고 저 책 중에서...","Between this book and that book..."
"이 세 개 중에서...","Among these three things..."
"사이에서","among, between (relationship)"
"친구들 사이에서 인기가 많아요.","They are popular among friends."
"사이에","between (location)"
"은행하고 공원 사이에 있어요.","It is between the bank and the park."
"약국","pharmacy"
"경찰서","police station"
"아무나","anyone"
"아무나 올 수 있어요.","Anyone can come."
"아무거나","anything"
"아무데나","anywhere; any place"
"아무도","nobody"
"아무도 없어요?","Is nobody here?"
"아무것도","nothing"
"아무것도 만지지 마세요.","Don't touch anything."
"아무데도","nowhere"
"아무데도 안 갈 거예요.","I'm not going anywhere."
"아무거나 먹으면 안 돼요.","You shouldn't eat just anything."
"아무것도 먹으면 안 돼요.","You shouldn't eat anything at all."
"이거 써 봤어요?","Have you tried using this before?"
"들어가 볼까요?","Shall we try going in? (e.g., club, ghost house)"
"알아보다","to look into something; to recognize (e.g., face, song)"
"제가 알아볼게요.","I'll look into it."
"지켜보다","to keep a watchful eye on someone/something"
"제가 먼저 해 볼게요.","I will try it out first."
"누구한테 물어볼까요?","Whom shall I ask?"
"불안하다","to be anxious"
"불완전","incomplete"
"불균형","imbalance (e.g., nutrients; income inequality)"
"불만 있어요?","Do you have any complaints?"
"부정확","incorrect"
"부주의","careless"
"부당","wrong, unfair, unjust"
"부적절","not appropriate (e.g., for the current situation)"
"항상 하는 게 뭐예요?","What is something you always do?"
"맨날","always (spoken); all the time (lit. everyday)"
"거의 맨날","almost always; almost everyday"
"별로","seldom, rarely (requires negative verb)"
"전혀","not at all (requires negative verb)"
"거의","almost never (requires negative verb)"
"항상 물어보고 싶었어요.","I always wanted to ask you."
"한국어를 맨날 공부하는데 아직 어려워요.","I study Korean all the time, but it's still hard."
"요즘에는 운동을 별로 안 해요.","These days, I rarely work out."
"시간이 없어서 친구들을 거의 못 만나요.","I don't have time, so I almost never meet my friends."
"아무때나","anytime"
"아무 말도","not any word; not any mention (variant 1)"
"아무 이야기도","not any word; not any mention (variant 2)"
"아무 말도 안 했죠?","You didn't tell anyone, did you?"
"아무 말도 하지 마세요.","Don't tell anyone/don't say anything."
"아무렇지도 않다","to be alright; to be okay"
"저는 아무렇지도 않아요.","I'm okay. (Doesn't bother/affect me.)"
"아무떼도 가지 마세요.","Don't go anywhere."
"아무한테도","to nobody"
"아무한테도 주지 마세요.","Don't give it to anybody."
"아무렇게나","just in any way; however you like it"
"아무렇게나 해도 돼요.","Do it however you'd like."
"아무 맛도 없어요.","It is tasteless. (bland)"
"소식","news (from people you know)"
"아무 소식도 없어요.","There is no news (from them)."
"아무것도 아니에요.","It's nothing. (deflecting when hiding something personal)"
"띄어쓰기","spacing (written language)"
"부지런한","hardworking (adj)"
"조용히 걷다","to walk quietly"
"한국 여행","trip to Korea"
"지갑 가격","the cost of a wallet"
"한국관공사","Korean Tourism Organization"
"전","저는 (contraction)"
"난","나는 (contraction)"
"난 여기 있을게.","I'll stay here. (informal)"
"~엔","~에는 (contraction)"
"서울엔 왜 왔어요?","What brings you to Seoul?"
"어젠","어제는 (contraction)"
"어젠 왜 안 왔어요?","Why did you not come yesterday? (yesterday contraction)"
"조금 더","little more"
"더 많이","more (quantity)"
"더 자고 싶어요.","I want to sleep more."
"가장","제일 (more formal)"
"제일 가까운 역이 어디에요?","Where is the closest station?"
"어떤 색깔이 가장 좋아요?","What is your favorite color? (lit. Which color is the best?)"
"제일 먼저 온 사람이 누구예요?","Who is the person that came here first?"
"요즘 가장 인기 있는 가수는 누구예요?","These days, who is the most popular singer?"
"팔리다","to be sold"
"먹이다","to be bitten"
"사브린 씨는 갈수록 한국어를 잘해요.","Sabrin keeps getting better at Korean."
"재미있는 사람일수록 인기가 많아요.","The more interesting a person is, the more popular they are."
"결정하다","to decide"
"혼자 할게요.","A polite way to say 'I'll do it alone'"
"주소","address (e.g., for sending mail)"
"청첩장","wedding invitation"
"당신 뭐야?","What do you think you are? (confrontational)"
"당신 뭐가 문제야?","What's your problem? (confrontational)"
"페이스북 연동","Facebook integration"
"널 사랑한단 말이야!","What I'm trying to say is that I love you!"
"나 피곤하단 말이야 ...!","I'm saying because I'm tired ...!"
"아가씨","young lady, or unmarried woman"
"암컷","female"
"수컷","male"
"몸은 좀 괜찮아요?","Are you feeling alright?"
"지금 인터넷 돼요?","Is the internet working now?"
"배달 돼요?","Do you deliver food as well?"
"불을 켜다","to turn on the lights"
"불을 끄다","to turn off the lights"
"컴퓨터 켜도 돼요.","You can turn the computer on."
"내일 해도 돼요?","Is it okay if I do it tomorrow?"
"이거 나중에 해도 돼요.","You can do this later."
"컴퓨터 써도 돼요?","May I use the computer?"
"청소 안 해도 돼요.","You don't have to clean up."
"안 먹어도 돼요.","You don't have to eat it."
"깨다","to break, shatter, crack"
"깨지다","to become broken, shattered, cracked"
"유리","glass"
"회의중","meeting in progress"
"공사중","under construction"
"이 책하고 저 책 중에서","Between this book and that book"
"이 중에서 고르세요.","Please choose between these."
"사이에서","among (e.g., popular among friends, famous amoung teenagers)"
"이 가수는 한국인들 사이에서 인기가 많아요.","This singer is popular among Koreans."
"사이에","between (physically between two things)"
"은행하고 공원 사이에 있어요.","I am between the bank and the park."
"경찰서","police station"
"소설책","novels"
"아무나","anybody; anyone (doesn't matter who)"
"아무나 올 수 있어요.","Anyone can come."
"아무거나","anything (doesn't matter what)"
"아무거나 주세요.","Please give me anything."
"아무 데나","anywhere; any place"
"아무 데나 좋아요.","Any place is good."
"아무도","nobody; not anyone"
"아무도 없어요?","Nobody is here?"
"아무것도","nothing; not anything"
"아무것도 만지지 마세요.","Do not touch anything."
"물어보다","to ask"
"알아보다","to look into something"
"누구한테 물어볼까요?","Whom shall I ask?"
"제가 알아볼게요.","I'll look into it."
"불안하다","to be anxious; to be unstable (e.g., something poorly hung on wall)"
"불완전하다","to be incomplete (e.g., info)"
"불만","complaint"
"부정확하다","to be incorrect (e.g., pronunciation)"
"부당하다","to be unfair, unjust"
"떨어지다","to fall off (e.g., poster from wall)"
"부사","adverbs"
"명사","noun"
"맨날","always; all the time (usu spoken)"
"전혀","not at all"
"그런 말 정말 자주 들어요.","I hear that really often."
"요즘에는 운동을 별로 안 해요.","I rarely work out these days."
"화장을 전혀 안 해요.","I don't put on makeup at all."
"아무 때나","anytime"
"아무 말도 하지 마세요.","Please do not say a word."
"소식","news, updates (from friends, family, etc)"
"아무 소식도 없어요.","There is no news (from them)."
"띄어쓰기","spacing (between words)"
"부지런하다","to be hardworking"
"가장","most (native Korean equivalent to 제일)"
"그치다","to stop (e.g., raining)"
"시간이 조금 빢에 없으면","if you only have a little bit of time"
"시간이 전혀 없으면","if you have no time at all"
"돌리다","to turn, revolve"
"돌려주다","to return something to someone"
"빌려주다","to lend something to someone"
"열쇠","key (e.g., for a lock)"
"한눈에 알아봤어요.","I recognized it at once."
"날짜","date (e.g., on calendar)"
"주차하다","to park"
"목장","farm"
"예식장","wedding hall"
"이러면","contracted form for 이렇다면 or 이렇게 하면"
"어떨 거예요?","contracted form of 어떡할 거예요?"
"기계","machine (e.g., vending machine)"
"그래도요.","Even so."
"훨씬","much (more/less/etc), far (more/less/etc)"
"이게 훨씬 더 좋아요.","This is much better."
"주방","kitchen"
"어제 본 영화 어땠어요?","How was the movie that you saw yesterday?"
"선물로 받은 귀고리","earrings that were received as a gift"
"벌써 한 같아요.","I think (someone) already did it."
"줄","line (e.g., of people)"
"지난 주에 영화를 보게 됐어요.","I ended up seeing a movie last week."
"그렇게 하게 될 거예요.","You will eventually end up doing it that way."
"오게 될 거예요.","He will eventually come here."
"내일 알게 될 거예요.","You will find out tomorrow."
"다 사게 됐어요.","I ended up buying everything"
"다시 학교에 다니게 됐어요.","I've ended up back in school."
"아무도 안 올 수도 있어요.","It's possible that no one will come."
"~ㄹ/을 수도 있다.","It's possible that ..."
"~를 웃기다","to make ... laugh"
