"유죄","guilty, having guilt"
"죄인","guilty person, perpetrator, convict"
"무능력","incapability, incompetence"
"유능","capability, ability"
"한계","limit (e.g., to reach a limit, be unable to do something)"
"무한","infinite, limitless"
"무적","unbeatable, invincible"
"성명","surname"
"무명","not popular, unknown"
"~기는 하다","I DID do it; I DO like it... (grammar)"
"가기는 갔는데, 일찍 왔어요.","I DID go there, but I came back early. (~기는 grammar)"
"읽기는 읽었는데 이해가 안 돼요.","I DID read it, but I don't understand it. (~기는 grammar)"
"맛있기는 맛있는데, 좀 짜요.","It IS delicious, but it’s a bit salty. (~기는 grammar)"
"~기 쉽다","easy to... (grammar)"
"~기 어렵다","hard to... (grammar)"
"제 이름은 발음하기(가) 어려워요.","My name is difficult to pronounce."
"이건 어린이가 사용하기(에) 어려워요.","This is difficult for a child to use."
"~기 편리하다","to be convenient to... (grammar)"
"사용하기 현리해요.","It's convenient to use."
"-(으)ㄴ 줄 알다","I thought/knew something would happen (past action/state)"
"-(으)ㄹ 줄 알다","I thought/knew something would happen (future action/state)"
"비가 올 줄 알았어요.","I thought it was going to rain/I knew it was going to rain. (~ㄹ 줄 알다 grammar)"
"제가 말할 줄 알았어요?","Did you think I would tell you? (not sharing secret; ~ㄹ 줄 알다 grammar)"
"제 친구는 자기가 세상에서 제일 예쁜 줄 알아요.","My friend thinks that she is the prettiest in the world."
"오늘 눈이 올 줄 몰랐어요.","I didn’t know it would snow today."
"이렇게 비싼 줄 몰랐어요.","I didn’t know it was this expensive."
"사람마다 달라요","It depends on the person (variant with ~마다 다르다)"
"사람에 따라 달라요","It depends on the person (variant with ~에 따라 다르다)"
"어떨 때 영화 보고 싶어요?","When do you (usually) feel like watching a movie?"
"커피요? 어떨 때는 마시는데, 어떨 때는 안 마셔요.","Coffee? Sometimes I drink it, but other times, I don’t drink it. (어떨 때는)"
"그 사람은 어떨 때는 친절한데, 어떨 때는 정말 불친절해요.","Sometimes he is kind, but other times, he is very unkind."
"~는 편이다","to tend to (grammar)"
"별로 안 좋아하는 편이에요.","I don't really like it. (~는 편이다 grammar)"
"가끔씩 가는 편이에요.","I go there sometimes. (~는 편이다 grammar)"
"그 사람 알기는 아는데...","I DO know that person, but..."
